year,annual-frozen-days
1987,65
1988,42
1989,59
1990,44
1991,64
1992,42
1993,52
1994,37
1995,65
1996,65
1997,85
1998,72
1999,58
2000,40
2001,54
2002,34
2003,72
2004,73
2005,80
2006,71
2007,51
2008,52
2009,74
2010,78
2011,53
2012,50
2013,52
2014,18
2015,38
2016,43
