year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,33,-2,-3,192
1988,168,23,-131,114
1989,-17,-60,-194,19
1990,70,28,-228,216
1991,100,-84,-53,124
1992,-13,-86,-82,163
1993,-57,-56,-126,96
1994,38,-34,-62,111
1995,127,-98,-59,75
1996,34,-96,-167,179
1997,-18,-57,-150,102
1998,4,-62,-136,105
1999,106,-33,-82,140
2000,-22,-71,-45,56
2001,63,-36,-107,96
2002,-49,-122,-90,137
2003,-24,-234,-227,175
2004,92,-145,12,197
2005,31,-84,-163,77
2006,54,-70,-49,88
2007,71,-93,44,10
2008,26,48,-72,182
2009,-14,-4,-110,86
2010,36,-27,-21,140
2011,1,-271,-102,135
2012,-28,34,-189,83
2013,46,-13,-192,116
2014,15,-166,-11,148
2015,26,-170,-215,33
2016,146,63,-249,130
