year,annual-estival-days
1987,43
1988,27
1989,76
1990,60
1991,62
1992,44
1993,39
1994,47
1995,59
1996,47
1997,61
1998,42
1999,54
2000,39
2001,43
2002,34
2003,77
2004,53
2005,65
2006,65
2007,18
2008,28
2009,55
2010,59
2011,48
2012,47
2013,51
2014,38
2015,53
2016,61
