year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.9,13.2,18.7,8.7
1988,7.0,14.2,17.3,8.7
1989,7.0,14.4,19.1,9.5
1990,8.4,14.1,19.5,8.5
1991,5.4,12.4,19.9,7.5
1992,6.0,14.2,18.4,8.8
1993,6.8,13.9,16.7,7.0
1994,7.4,13.4,18.5,10.5
1995,7.1,13.5,18.9,9.4
1996,5.8,13.5,17.3,7.7
1997,6.4,13.7,19.4,9.6
1998,6.9,13.8,18.2,7.8
1999,6.8,14.2,19.1,8.5
2000,6.4,14.4,18.0,9.9
2001,7.3,13.7,17.7,8.2
2002,7.9,13.8,17.2,10.3
2003,6.1,15.6,20.3,8.5
2004,6.0,14.0,18.6,8.4
2005,5.8,14.7,18.8,8.8
2006,5.0,14.5,20.0,10.1
2007,8.0,15.5,16.7,7.9
2008,7.4,14.0,17.1,7.8
2009,5.1,14.5,18.8,9.5
2010,4.5,14.1,18.5,7.2
2011,6.8,15.7,18.2,11.1
2012,5.8,13.7,18.3,9.6
2013,4.6,12.1,19.2,9.3
2014,7.9,13.9,18.4,10.4
2015,5.8,14.8,18.4,10.9
2016,7.0,13.1,19.8,8.5
