year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1523,9,-354,0
1988,1571,12,-345,2
1989,1468,8,-442,3
1990,1550,11,-388,1
1991,1416,11,-336,0
1992,1632,11,-434,4
1993,1484,10,-427,0
1994,1587,11,-543,0
1995,1444,13,-247,0
1996,1555,12,-545,1
1997,1464,11,-467,3
1998,1693,10,-392,0
1999,1676,11,-477,1
2000,1408,11,-371,1
2001,1634,11,-323,0
2002,1323,11,-212,1
2003,1587,12,-301,5
2004,1568,11,-387,4
2005,1480,12,-225,1
2006,1535,12,-391,0
2007,1483,13,-229,1
2008,1527,12,-428,2
2009,1540,8,-299,4
2010,1353,11,-285,3
2011,1614,13,-322,0
2012,1550,11,-336,1
2013,1796,12,-377,0
2014,1567,11,-263,2
2015,1714,12,-424,0
2016,1414,12,-306,0
2016
2017,1723,13,-457,8
2018,2084,13,-584,1
2019,1924,12,-435,3
2020,1794,14,-477,4
2021,1845,15,-540,0
2022,1879,13,-445,0
2023,1676,12,-603,7
2024,2080,13,-594,1
2025,1586,12,-409,1
2026,1716,13,-507,0
2027,1804,14,-531,1
2028,1844,13,-434,0
2029,1794,14,-628,0
2030,1664,13,-624,1
2031,1696,11,-436,1
2032,1719,14,-429,0
2033,2049,14,-515,0
2034,1676,12,-402,0
2035,1603,11,-398,0
2036,1877,14,-459,0
2037,1663,13,-429,0
2038,1744,11,-309,0
2039,1744,12,-339,3
2040,1904,11,-508,0
2041,1704,13,-367,4
2042,1981,13,-485,1
2043,1819,14,-465,1
2044,1867,12,-506,1
2045,1799,14,-396,3
2046,1883,14,-468,0

min,1000,6
max,2500,16
steps,7,11
decimal



