year,annual-average-temperature
1987,10.9
1988,11.8
1989,12.5
1990,12.6
1991,11.4
1992,11.9
1993,11.2
1994,12.5
1995,12.3
1996,11.1
1997,12.3
1998,11.7
1999,12.2
2000,12.2
2001,11.8
2002,12.3
2003,12.7
2004,11.8
2005,12.1
2006,12.4
2007,12.0
2008,11.6
2009,12.0
2010,11.1
2011,13.0
2012,11.9
2013,11.4
2014,12.7
2015,12.5
2016,12.1

min,9
max,15
steps,7
decimal



