year,A1,A2,A3
,label A1,label A2,label A3
1987,10,2386,89
1988,27,2323,167
1989,17,2383,122
1990,19,2083,130
1991,4,2172,60
1992,22,2342,173
1993,8,2253,83
1994,12,2310,129
1995,16,2577,119
1996,9,2134,99
1997,1,2424,47
1998,18,2296,131
1999,11,2258,135
2000,5,2498,90
2001,23,2468,152
2002,13,2327,94
2003,17,2297,134
2004,21,2550,160
2005,7,2312,85
2006,16,2209,99
2007,18,2421,144
2008,11,2290,104
2009,37,2462,224
2010,5,2579,70
2011,13,2307,116
2012,20,2392,141
2013,26,2209,191
2014,13,2152,112
2015,33,2500,227
2016,11,2395,109
2016
2017,42,2279,268
2018,61,2063,372
2019,30,1883,231
2020,29,1941,225
2021,38,2257,313
2022,47,2269,293
2023,34,2193,267
2024,51,2016,371
2025,12,2255,110
2026,16,2044,190
2027,24,1947,214
2028,35,2096,224
2029,19,2034,193
2030,22,2187,216
2031,40,2141,222
2032,25,2167,179
2033,43,2072,286
2034,25,2200,177
2035,22,2184,154
2036,34,1987,250
2037,25,2246,176
2038,29,2333,192
2039,34,2076,217
2040,29,1966,225
2041,27,2147,197
2042,51,2269,317
2043,46,2365,277
2044,49,2243,284
2045,24,2143,214
2046,42,2014,250
