year,annual-frozen-days
1987,56
1988,33
1989,48
1990,35
1991,53
1992,26
1993,38
1994,19
1995,39
1996,50
1997,44
1998,49
1999,31
2000,32
2001,45
2002,17
2003,45
2004,45
2005,56
2006,57
2007,31
2008,38
2009,42
2010,64
2011,19
2012,36
2013,39
2014,9
2015,28
2016,24
