year,annual-precipitations
1987,658
1988,725
1989,522
1990,470
1991,528
1992,637
1993,689
1994,670
1995,669
1996,763
1997,579
1998,643
1999,878
2000,794
2001,720
2002,813
2003,654
2004,564
2005,473
2006,800
2007,706
2008,695
2009,678
2010,668
2011,520
2012,798
2013,747
2014,830
2015,520
2016,604
