year,annual-hydric-deficit
1987,52
1988,-139
1989,-342
1990,-162
1991,-276
1992,-159
1993,36
1994,5
1995,-152
1996,-254
1997,-274
1998,-27
1999,-92
2000,-128
2001,-63
2002,-22
2003,-381
2004,-75
2005,-35
2006,-201
2007,30
2008,-83
2009,-208
2010,-48
2011,6
2012,-122
2013,55
2014,-48
2015,-93
2016,-215
