year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,21,16,-79,2,11,-109,48,11,213
1988,14,15,-137,7,1,-291,62,31,79
1989,8,27,-68,2,3,-217,52,27,58
1990,5,35,-113,5,2,-271,69,35,62
1991,12,31,-178,5,3,-387,68,29,57
1992,18,26,-66,2,6,-193,55,34,53
1993,6,28,-128,5,2,-324,61,27,53
1994,5,18,-188,6,0,-403,56,21,93
1995,21,7,-85,7,2,-176,52,15,167
1996,4,29,-154,4,3,-315,58,34,143
1997,17,18,-131,4,1,-332,46,31,68
1998,7,13,-94,4,9,-227,64,46,79
1999,13,11,-124,3,9,-380,65,32,70
2000,9,34,-137,4,5,-321,60,24,65
2001,4,10,-108,4,1,-242,68,45,117
2002,23,22,-108,4,11,-320,54,32,93
2003,2,17,-82,6,2,-200,62,38,96
2004,5,28,-103,4,7,-242,67,33,119
2005,14,35,-86,5,0,-195,50,30,96
2006,17,33,-154,5,1,-292,51,39,74
2007,11,31,-100,2,11,-207,51,23,104
2008,6,26,-123,5,4,-302,62,33,68
2009,8,29,-115,5,0,-261,55,23,62
2010,10,20,-104,6,6,-259,66,15,149
2011,23,17,-65,2,10,-209,53,27,134
2012,3,38,-95,1,9,-240,65,41,154
2013,2,30,-51,3,6,-221,64,29,52
2014,12,27,-103,4,4,-178,67,24,94
2015,26,43,-179,6,21,-335,48,33,93
2016,14,21,-100,3,22,-267,65,31,109
2016
2017,21,15,-55,4,23,-229,46,7,57
2018,13,16,-124,3,5,-217,52,14,82
2019,15,9,-91,1,4,-211,55,35,34
2020,6,26,-119,6,13,-268,62,29,78
2021,13,22,-123,4,13,-336,65,15,47
2022,20,11,-86,2,6,-203,48,16,59
2023,21,22,-194,5,6,-408,43,17,34
2024,18,23,-153,3,15,-315,47,13,93
2025,12,24,-119,5,14,-302,54,16,54
2026,5,14,-162,5,7,-377,66,22,52
2027,12,26,-83,1,10,-249,65,18,77
2028,22,5,-75,4,11,-227,53,17,91
2029,24,22,-123,5,5,-327,54,16,75
2030,24,30,-164,4,7,-382,42,38,48
2031,8,18,-75,4,7,-236,61,25,58
2032,13,27,-76,3,12,-225,58,30,58
2033,16,14,-106,3,17,-255,50,18,71
2034,14,9,-110,4,3,-269,65,13,49
2035,32,26,-154,3,8,-261,39,33,96
2036,13,16,-14,3,16,-63,69,17,174
2037,12,33,-104,6,4,-287,51,21,63
2038,25,9,-76,1,6,-227,44,10,66
2039,10,22,-62,2,2,-135,63,18,112
2040,21,21,-167,5,11,-285,46,13,123
2041,13,18,-93,4,2,-229,56,20,78
2042,6,22,-107,3,5,-238,65,29,61
2043,2,9,-80,3,0,-198,74,11,110
2044,19,36,-101,6,16,-315,67,25,61
2045,11,21,-84,5,3,-226,57,32,83
2046,29,13,-118,3,9,-298,38,19,42
