year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.9,11.5,15.9,6.0
1988,3.3,13.1,16.9,5.6
1989,5.1,12.8,17.6,5.5
1990,6.1,13.4,16.6,5.8
1991,2.4,11.0,17.8,5.2
1992,3.5,14.2,17.9,4.4
1993,2.2,14.0,15.2,4.3
1994,2.6,12.8,18.3,6.3
1995,3.2,12.4,18.2,4.1
1996,-2.1,12.3,15.8,4.4
1997,2.2,12.0,18.4,4.9
1998,4.4,14.0,16.0,3.7
1999,3.1,13.2,18.7,5.8
2000,3.9,14.7,16.2,7.5
2001,2.0,12.5,17.4,6.0
2002,4.3,13.7,18.3,3.9
2003,0.8,14.2,18.5,5.5
2004,2.3,12.7,17.2,5.8
2005,2.1,13.0,17.2,6.0
2006,-0.9,13.2,19.4,8.7
2007,5.2,14.9,16.6,5.2
2008,4.4,13.5,16.9,5.9
2009,1.2,14.0,18.1,5.3
2010,-0.3,12.4,17.9,3.0
2011,1.6,14.8,17.2,6.7
2012,2.5,13.0,17.2,5.3
2013,-0.1,13.1,17.3,6.9
2014,4.1,13.7,18.0,7.4
2015,3.4,12.3,18.0,7.6
2016,2.6,14.2,18.4,5.1
