year,annual-average-temperature
1987,7.7
1988,9.7
1989,10.3
1990,10.5
1991,9.2
1992,10.0
1993,9.0
1994,10.1
1995,9.5
1996,7.6
1997,9.4
1998,9.6
1999,10.3
2000,10.6
2001,9.5
2002,10.1
2003,9.8
2004,9.5
2005,9.7
2006,10.2
2007,10.5
2008,10.2
2009,9.7
2010,8.3
2011,10.1
2012,9.5
2013,9.4
2014,10.8
2015,10.4
2016,10.1

min,6
max,14
steps,9
decimal
