year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,2,2,21,3,2,-38,73,18,86
1988,10,3,-53,6,2,-154,75,31,113
1989,3,4,3,5,3,-90,79,29,168
1990,12,3,-43,4,1,-108,73,16,105
1991,0,2,-61,4,0,-122,74,38,151
1992,12,10,-57,1,0,-27,53,27,113
1993,3,4,-78,2,1,-250,79,29,143
1994,2,5,-85,4,0,-124,66,25,199
1995,1,0,97,3,1,65,75,27,182
1996,3,1,-42,4,0,-92,73,28,138
1997,7,0,-6,3,7,-182,78,13,103
1998,4,0,28,2,2,-5,73,20,186
1999,7,1,-91,1,2,-199,72,28,128
2000,9,2,-139,5,1,-236,65,30,154
2001,10,13,-10,0,1,-33,74,32,130
2002,5,2,22,2,3,-2,69,23,120
2003,9,0,-60,2,3,-94,70,26,59
2004,7,3,-12,3,0,-122,63,27,103
2005,3,11,-79,4,0,-128,68,19,55
2006,4,6,41,4,1,-106,69,28,137
2007,9,2,-112,5,0,-157,49,28,192
2008,5,0,-122,6,0,-219,75,42,161
2009,11,5,-27,2,1,-64,63,19,127
2010,5,1,-34,3,1,-1,60,18,151
2011,5,3,-71,3,0,-111,71,28,152
2012,8,8,-18,3,2,-115,77,25,87
2013,0,15,-19,1,0,33,84,13,107
2014,1,4,22,3,1,-22,69,29,82
2015,12,1,-24,6,10,-141,75,12,104
2016,11,2,-89,4,4,-128,72,24,115
2016
2017,16,0,-66,3,0,-180,49,5,193
2018,3,7,-99,3,0,-220,61,8,121
2019,14,2,-20,3,0,-84,55,16,155
2020,16,4,-32,4,0,-106,59,16,132
2021,13,3,-55,4,0,-188,62,17,143
2022,9,10,-39,4,0,-124,67,14,120
2023,15,5,-52,4,1,-216,59,21,69
2024,7,8,-69,2,0,-191,71,8,84
2025,5,3,11,2,1,-65,82,15,101
2026,10,6,-62,4,0,-248,67,11,87
2027,13,3,-52,4,2,-201,66,9,111
2028,11,6,-3,2,0,-74,55,14,121
2029,13,1,-119,1,0,-219,40,11,116
2030,4,3,-101,3,2,-286,71,6,123
2031,15,9,43,1,2,-87,59,15,80
2032,19,3,-27,1,1,-66,56,17,136
2033,6,0,43,6,0,-60,66,19,103
2034,5,3,0,2,0,-63,75,11,125
2035,8,0,55,2,0,46,70,18,148
2036,14,7,-3,6,3,-136,64,9,105
2037,12,11,11,5,3,-56,67,8,171
2038,21,8,-39,1,6,-73,57,21,77
2039,8,7,-61,4,3,-214,63,10,74
2040,10,2,-103,5,0,-206,70,18,103
2041,16,8,-12,7,0,-214,69,12,78
2042,6,5,-25,4,1,-177,58,5,75
2043,7,10,-20,3,0,-37,50,25,109
2044,23,2,-31,1,4,-78,49,8,79
2045,12,1,19,3,0,-126,77,11,92
2046,21,1,-104,5,0,-242,48,4,58
