year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1046,10,2,3
1988,1138,10,-200,6
1989,1168,10,-73,7
1990,1168,9,-123,14
1991,959,10,-160,14
1992,1226,9,-29,8
1993,925,9,-265,13
1994,1113,10,-90,5
1995,1190,11,114,3
1996,1095,10,-182,1
1997,1284,11,-227,9
1998,1313,11,54,1
1999,1172,11,-215,6
2000,1307,11,-278,10
2001,1302,11,-61,0
2002,1201,11,-60,7
2003,1281,10,-119,1
2004,1198,9,-105,4
2005,1063,9,-200,11
2006,1247,10,-90,2
2007,1362,11,-140,4
2008,1244,8,-244,9
2009,1368,7,-110,0
2010,1330,11,-41,0
2011,1118,9,-89,6
2012,1317,9,-170,4
2013,1005,9,2,7
2014,1208,10,-92,4
2015,1494,11,-157,0
2016,1188,9,-157,5
2016
2017,1437,10,-110,3
2018,1109,10,-187,8
2019,1444,11,-77,4
2020,1207,11,-60,15
2021,1496,13,-239,0
2022,1243,10,-119,13
2023,1425,10,-308,6
2024,1157,9,-274,8
2025,1159,10,-86,8
2026,1411,12,-332,0
2027,1342,11,-249,7
2028,1404,11,-159,9
2029,1428,11,-251,3
2030,1360,12,-305,5
2031,1512,11,-95,2
2032,1313,10,-94,2
2033,1201,10,-60,8
2034,1118,11,-95,4
2035,1120,11,49,9
2036,1551,12,-141,0
2037,1248,10,-23,1
2038,1286,10,-71,14
2039,1551,12,-257,1
2040,1306,10,-241,4
2041,1453,11,-264,5
2042,1408,11,-227,10
2043,1398,11,-75,1
2044,1630,11,-155,1
2045,1235,10,-179,7
2046,1535,10,-258,2
