year,F1,F3,M4
,label F1,label F3,label M4
1987,59,130,1
1988,57,137,2
1989,78,147,3
1990,67,151,2
1991,72,152,0
1992,55,136,1
1993,60,153,1
1994,88,145,1
1995,63,127,0
1996,65,122,0
1997,46,134,2
1998,74,137,0
1999,63,138,0
2000,71,140,1
2001,99,147,0
2002,62,139,1
2003,61,138,2
2004,53,136,1
2005,72,149,2
2006,87,140,2
2007,74,139,2
2008,66,135,3
2009,82,135,0
2010,62,131,0
2011,68,138,3
2012,68,142,1
2013,90,156,0
2014,78,144,1
2015,77,135,3
2016,72,144,2
2016
2017,23,130,2
2018,28,146,1
2019,44,136,0
2020,59,145,3
2021,47,122,2
2022,73,145,2
2023,65,129,3
2024,55,142,1
2025,51,135,1
2026,45,122,2
2027,52,148,2
2028,62,136,0
2029,49,127,1
2030,44,129,1
2031,69,135,3
2032,51,132,1
2033,38,125,1
2034,62,138,0
2035,37,127,0
2036,50,132,2
2037,63,132,3
2038,54,134,2
2039,40,129,0
2040,60,131,1
2041,41,132,2
2042,46,130,4
2043,80,135,1
2044,53,131,1
2045,42,137,0
2046,41,126,2
