year,annual-hydric-deficit
1987,348
1988,277
1989,103
1990,-54
1991,-44
1992,83
1993,-110
1994,-97
1995,-73
1996,-106
1997,119
1998,274
1999,154
2000,303
2001,250
2002,257
2003,-141
2004,269
2005,-50
2006,209
2007,211
2008,178
2009,-182
2010,-79
2011,-249
2012,25
2013,-97
2014,-5
2015,-116
2016,-76
