year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,217,31,-32,132
1988,219,-109,-12,179
1989,79,11,-101,114
1990,52,-137,-88,119
1991,38,-73,-165,156
1992,43,-59,-26,125
1993,28,-232,-46,140
1994,70,-183,-86,103
1995,156,-126,-183,80
1996,23,-203,-23,98
1997,67,-8,-64,124
1998,47,-8,18,218
1999,163,-39,-110,140
2000,163,-69,140,68
2001,174,-46,-25,147
2002,167,-113,-14,217
2003,54,-125,-178,108
2004,105,-19,42,141
2005,84,-154,-11,32
2006,77,-19,32,120
2007,114,-82,16,164
2008,105,-7,-4,84
2009,58,-167,-207,134
2010,50,-212,-53,137
2011,36,-241,-100,55
2012,28,-59,-146,202
2013,52,-88,-185,124
2014,-43,-118,75,82
2015,95,-198,-66,54
2016,110,12,-229,31
