year,annual-estival-days
1987,17
1988,11
1989,35
1990,31
1991,31
1992,27
1993,32
1994,41
1995,46
1996,21
1997,26
1998,20
1999,37
2000,23
2001,29
2002,20
2003,54
2004,27
2005,46
2006,48
2007,20
2008,18
2009,34
2010,30
2011,25
2012,23
2013,27
2014,23
2015,36
2016,28
