year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,274,265,209,206
1988,303,153,237,243
1989,170,274,163,201
1990,178,121,173,194
1991,126,154,119,226
1992,140,240,259,193
1993,127,86,223,214
1994,162,107,224,183
1995,257,133,144,153
1996,93,79,231,153
1997,142,244,204,191
1998,132,240,252,268
1999,233,212,158,199
2000,230,193,374,152
2001,248,225,244,217
2002,265,161,233,288
2003,151,175,136,175
2004,191,248,333,214
2005,170,161,279,117
2006,147,264,360,223
2007,222,214,282,233
2008,205,287,274,154
2009,141,131,130,225
2010,138,79,265,213
2011,128,106,174,155
2012,118,210,163,286
2013,125,172,129,214
2014,80,174,336,169
2015,179,109,249,150
2016,203,277,96,108
