year,annual-precipitations
1987,954
1988,936
1989,809
1990,665
1991,625
1992,832
1993,650
1994,676
1995,687
1996,556
1997,781
1998,892
1999,802
2000,949
2001,933
2002,946
2003,638
2004,986
2005,727
2006,994
2007,951
2008,920
2009,627
2010,696
2011,564
2012,776
2013,639
2014,759
2015,687
2016,684
