year,annual-frozen-days
1987,63
1988,31
1989,50
1990,45
1991,64
1992,36
1993,46
1994,25
1995,42
1996,65
1997,49
1998,49
1999,30
2000,31
2001,52
2002,22
2003,52
2004,50
2005,58
2006,62
2007,34
2008,52
2009,53
2010,76
2011,29
2012,37
2013,46
2014,14
2015,32
2016,36
