year,annual-precipitations
1987,735
1988,816
1989,586
1990,543
1991,512
1992,811
1993,554
1994,874
1995,716
1996,523
1997,658
1998,739
1999,951
2000,931
2001,796
2002,1035
2003,573
2004,632
2005,536
2006,758
2007,847
2008,768
2009,805
2010,637
2011,564
2012,831
2013,714
2014,930
2015,532
2016,662
