year,annual-hydric-deficit
1987,90
1988,194
1989,-188
1990,-242
1991,-126
1992,50
1993,-151
1994,166
1995,-39
1996,-231
1997,-63
1998,35
1999,224
2000,257
2001,67
2002,316
2003,-265
2004,-90
2005,-210
2006,-15
2007,142
2008,63
2009,63
2010,-136
2011,-208
2012,113
2013,10
2014,211
2015,-234
2016,-42
