year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,74,55,-14,79
1988,134,-34,6,190
1989,17,-50,-9,102
1990,82,-120,-181,162
1991,79,-62,-124,180
1992,52,-71,-125,242
1993,-7,-117,96,171
1994,57,23,1,99
1995,119,128,-80,141
1996,5,-109,29,168
1997,21,-68,-91,79
1998,173,91,204,322
1999,315,473,115,305
2000,316,-15,469,220
2001,293,267,252,225
2002,96,217,473,446
2003,30,-190,-136,137
2004,96,-88,-115,92
2005,33,-76,-42,77
2006,108,-79,-28,26
2007,51,-78,92,35
2008,18,-128,-15,118
2009,78,-80,-125,137
2010,19,-38,-3,181
2011,4,-156,-6,156
2012,2,-71,31,201
2013,96,51,-134,108
2014,11,-125,39,92
2015,77,16,-246,50
2016,156,80,-92,53
