year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,9,25,-23,2,3,72,54,27,223
1988,12,28,-26,2,16,-74,47,38,245
1989,8,45,-41,2,7,-61,61,36,110
1990,2,33,-44,2,2,-5,68,38,184
1991,3,34,32,2,3,24,59,30,123
1992,20,26,-75,4,14,-143,50,22,163
1993,10,21,-103,3,5,-83,59,40,143
1994,4,18,-36,3,4,29,54,19,205
1995,8,31,24,2,13,106,60,45,316
1996,16,27,-145,3,3,-242,59,38,130
1997,12,31,-57,4,5,-116,52,38,145
1998,5,28,2,1,2,50,52,22,201
1999,11,33,-43,1,8,-37,40,37,143
2000,7,22,-102,3,4,-151,69,30,146
2001,12,15,-57,2,4,-62,46,33,227
2002,3,40,-10,4,3,31,74,45,218
2003,15,23,37,1,14,-65,63,39,111
2004,13,31,-4,5,18,-103,57,34,98
2005,6,33,14,2,8,-16,57,43,207
2006,7,23,-60,5,14,-147,67,39,136
2007,3,33,-56,2,8,-15,60,49,202
2008,17,35,30,3,26,-11,43,32,187
2009,23,12,-52,3,12,12,49,38,282
2010,12,49,5,3,7,29,72,43,215
2011,7,26,-15,4,12,-124,56,20,180
2012,7,44,2,2,1,6,68,43,174
2013,12,22,23,2,5,25,54,44,143
2014,24,27,1,1,5,122,37,33,233
2015,10,23,-22,2,13,-38,72,59,257
2016,18,24,-26,4,18,-88,60,37,173
2016
2017,39,11,-54,2,34,-70,35,21,126
2018,21,7,14,3,23,-56,54,22,106
2019,31,20,-49,3,7,-164,33,18,136
2020,13,12,11,1,7,-40,53,26,157
2021,18,15,-34,2,9,-162,36,25,119
2022,13,13,15,3,12,-38,51,29,180
2023,27,17,-25,2,12,-113,32,23,155
2024,22,11,-118,3,22,-239,49,24,97
2025,20,12,-117,3,20,-149,51,20,173
2026,21,28,-23,1,5,-139,55,44,159
2027,19,23,-85,2,8,-134,55,35,164
2028,21,15,-95,2,13,-182,46,22,90
2029,26,15,-61,5,16,-235,40,28,77
2030,41,10,-165,5,19,-328,47,21,118
2031,11,24,-37,1,10,-130,61,17,127
2032,21,20,-30,1,16,-77,51,37,136
2033,18,23,-117,3,11,-146,57,34,143
2034,24,6,-116,1,17,-189,50,21,188
2035,23,20,12,2,31,-53,54,13,148
2036,17,17,48,3,18,15,55,30,136
2037,13,9,17,1,24,-35,58,15,145
2038,24,8,-24,2,11,-58,33,30,139
2039,27,12,-140,5,6,-228,46,5,173
2040,32,28,-45,0,17,-98,47,39,131
2041,18,8,-10,1,17,-49,45,29,195
2042,21,15,-76,1,13,-107,51,24,91
2043,23,15,-16,3,8,-75,42,17,152
2044,23,9,-26,1,9,-11,53,10,228
2045,20,7,-60,1,13,-106,53,13,124
2046,16,21,-43,1,12,-66,43,21,123

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
