year,annual-precipitations
1987,845
1988,996
1989,773
1990,671
1991,766
1992,835
1993,868
1994,890
1995,996
1996,785
1997,663
1998,1503
1999,1851
2000,1678
2001,1732
2002,1952
2003,650
2004,741
2005,754
2006,844
2007,909
2008,762
2009,800
2010,906
2011,813
2012,970
2013,878
2014,801
2015,743
2016,979

min,300
max,2000
steps,10
decimal
