year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1162,8,112,10
1988,1457,8,-6,4
1989,1301,10,-114,0
1990,1052,8,-14,2
1991,1250,13,-69,4
1992,1554,10,-152,3
1993,1412,11,-170,5
1994,1270,10,-3,2
1995,1412,8,195,2
1996,1308,10,-331,0
1997,1312,10,-119,4
1998,1372,10,56,1
1999,1420,9,-46,1
2000,1117,8,-179,3
2001,1518,10,-40,5
2002,1093,10,61,2
2003,1503,10,-110,1
2004,1648,12,-167,1
2005,1335,10,-44,5
2006,1368,8,-146,1
2007,1378,9,-9,3
2008,1684,8,-34,0
2009,1538,9,46,2
2010,1303,11,51,2
2011,1420,9,-110,6
2012,1214,12,-16,4
2013,1352,10,-24,12
2014,1453,7,111,1
2015,1180,9,47,2
2016,1471,11,-139,9
2016
2017,2019,10,-158,4
2018,1464,9,-39,10
2019,1818,11,-187,0
2020,1494,11,-33,6
2021,1743,12,-284,0
2022,1429,10,47,9
2023,1790,11,-113,9
2024,1681,11,-274,9
2025,1709,10,-121,3
2026,1369,13,-171,21
2027,1490,12,-128,9
2028,1633,11,-177,3
2029,1757,11,-321,3
2030,1894,13,-327,5
2031,1405,9,-96,3
2032,1459,10,33,10
2033,1284,10,-164,14
2034,1749,11,-169,3
2035,1751,11,-65,1
2036,1609,10,25,0
2037,1662,12,21,2
2038,1898,12,-89,1
2039,1606,12,-182,6
2040,1589,10,-83,6
2041,1670,10,-81,5
2042,1604,12,-126,2
2043,1658,12,-175,0
2044,1607,14,34,1
2045,1480,11,-113,7
2046,1628,11,-42,2

min,,4
max,,17
steps,,8
decimal
