year,annual-average-temperature
1987,9.3
1988,10.5
1989,10.5
1990,10.3
1991,9.4
1992,10.7
1993,10.2
1994,11.3
1995,10.4
1996,9.4
1997,10.6
1998,10.0
1999,9.9
2000,10.6
2001,10.0
2002,10.6
2003,10.5
2004,10.5
2005,10.6
2006,11.1
2007,11.3
2008,10.9
2009,10.9
2010,9.9
2011,11.5
2012,11.1
2013,10.4
2014,12.0
2015,11.7
2016,11.3
