year,annual-frozen-days
1987,83
1988,58
1989,61
1990,66
1991,91
1992,57
1993,65
1994,34
1995,66
1996,94
1997,62
1998,83
1999,73
2000,45
2001,71
2002,49
2003,87
2004,98
2005,83
2006,73
2007,44
2008,69
2009,66
2010,82
2011,49
2012,52
2013,76
2014,21
2015,55
2016,45
