year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,91,-49,-120,216
1988,353,81,-168,84
1989,9,-82,-205,6
1990,180,-38,-202,195
1991,104,-97,-91,197
1992,57,-23,-27,373
1993,-79,40,99,355
1994,217,166,-28,199
1995,298,-158,-93,221
1996,164,-166,-116,232
1997,-12,-76,-162,273
1998,46,-36,-174,197
1999,116,-77,-128,250
2000,100,-31,-135,320
2001,199,3,-43,93
2002,35,-58,-56,220
2003,67,-99,-182,184
2004,147,-130,-14,135
2005,79,-125,-205,118
2006,264,-198,-113,112
2007,227,25,-36,81
2008,160,77,-82,179
2009,12,-42,-242,241
2010,136,-65,-211,180
2011,0,-215,-59,180
2012,-13,73,-183,270
2013,187,93,-150,297
2014,317,-79,9,207
2015,167,-155,-106,71
2016,405,112,-253,102
