year,annual-frozen-days
1987,64
1988,51
1989,52
1990,49
1991,65
1992,48
1993,55
1994,29
1995,45
1996,47
1997,46
1998,53
1999,49
2000,32
2001,54
2002,21
2003,58
2004,49
2005,72
2006,52
2007,39
2008,30
2009,50
2010,71
2011,32
2012,56
2013,38
2014,11
2015,31
2016,14
