year,annual-average-temperature
1987,10.4
1988,11.0
1989,11.9
1990,11.6
1991,10.7
1992,10.9
1993,10.6
1994,11.9
1995,11.6
1996,10.8
1997,12.3
1998,11.2
1999,11.5
2000,11.8
2001,11.2
2002,11.8
2003,12.3
2004,11.2
2005,11.2
2006,12.2
2007,11.5
2008,11.2
2009,11.9
2010,10.5
2011,12.7
2012,11.4
2013,11.3
2014,12.5
2015,12.8
2016,12.2

min,8
max,14
steps,7
decimal



