year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.2,12.4,18.7,8.2
1988,5.4,13.3,17.2,7.9
1989,6.4,13.1,18.3,9.4
1990,7.4,13.2,18.6,7.1
1991,5.2,11.5,19.5,6.5
1992,4.6,13.2,18.0,7.6
1993,5.2,13.5,16.6,6.9
1994,6.3,12.9,18.6,9.6
1995,5.8,13.1,17.8,9.4
1996,5.5,13.5,16.5,7.4
1997,7.0,13.8,19.1,9.0
1998,6.8,13.5,18.1,6.5
1999,5.5,14.0,19.0,7.1
2000,5.6,14.3,18.0,9.1
2001,6.9,13.2,17.4,7.2
2002,7.1,13.6,16.8,9.5
2003,5.0,16.0,20.1,8.0
2004,5.0,13.4,18.3,8.1
2005,4.0,14.8,18.1,7.6
2006,4.4,14.6,19.5,10.2
2007,6.6,15.3,16.8,7.2
2008,6.7,13.9,17.2,7.1
2009,4.7,14.7,19.2,8.7
2010,3.5,13.4,18.4,6.7
2011,6.1,15.6,18.5,10.4
2012,4.3,13.9,18.4,8.9
2013,4.2,12.2,19.5,8.9
2014,7.2,14.5,18.0,10.3
2015,5.4,15.7,19.3,10.5
2016,6.3,13.3,19.7,9.3
