year,F1,F3,M4
,label F1,label F3,label M4
1987,53,126,2
1988,59,137,3
1989,52,124,2
1990,47,137,2
1991,63,145,0
1992,54,141,3
1993,57,138,2
1994,58,132,1
1995,67,137,1
1996,58,132,1
1997,58,130,1
1998,75,136,2
1999,54,134,1
2000,23,137,2
2001,46,134,1
2002,70,131,2
2003,59,133,3
2004,59,132,3
2005,51,133,4
2006,53,137,1
2007,59,137,3
2008,45,132,2
2009,65,127,3
2010,62,134,1
2011,66,136,1
2012,59,126,1
2013,62,133,3
2014,53,122,4
2015,35,130,2
2016,61,134,2
2016
2017,65,122,4
2018,22,127,5
2019,36,130,2
2020,33,119,3
2021,45,132,5
2022,37,123,2
2023,40,117,3
2024,58,129,5
2025,35,135,2
2026,41,134,3
2027,51,141,3
2028,20,110,3
2029,54,127,3
2030,53,126,4
2031,52,126,2
2032,49,130,1
2033,59,133,3
2034,64,132,2
2035,43,128,4
2036,39,134,4
2037,59,140,5
2038,29,128,2
2039,39,115,4
2040,43,118,0
2041,50,137,3
2042,49,139,4
2043,56,136,1
2044,32,127,2
2045,37,131,6
2046,44,129,4

min,,80,0
max,,170,8
steps,,10,9
decimal



