year,A1,A2,A3
,label A1,label A2,label A3
1987,13,2442,97
1988,20,2790,123
1989,15,2722,95
1990,7,2614,67
1991,12,2971,121
1992,4,2683,42
1993,12,2740,114
1994,4,2672,47
1995,10,2946,76
1996,15,2992,122
1997,13,2847,87
1998,13,2912,85
1999,10,2714,71
2000,16,2546,142
2001,7,2707,51
2002,21,2753,154
2003,19,2797,122
2004,17,2841,90
2005,19,2681,118
2006,11,2716,85
2007,10,2853,82
2008,7,2741,55
2009,13,2573,104
2010,9,2884,56
2011,8,2957,55
2012,10,2860,73
2013,19,2851,123
2014,12,2923,92
2015,6,2642,50
2016,3,2717,33
2016
2017,39,2462,250
2018,30,2383,189
2019,32,2495,210
2020,34,2281,211
2021,48,2551,340
2022,34,2277,200
2023,11,2345,122
2024,46,2546,343
2025,21,2545,131
2026,34,2612,252
2027,48,2630,303
2028,43,2269,234
2029,27,2475,189
2030,11,2524,90
2031,47,2526,307
2032,47,2637,263
2033,32,2672,190
2034,31,2495,193
2035,33,2463,210
2036,38,2425,262
2037,35,2527,214
2038,20,2270,141
2039,24,2181,174
2040,34,2531,192
2041,52,2512,300
2042,28,2473,197
2043,24,2539,188
2044,39,2384,252
2045,42,2372,285
2046,43,2342,231
