year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,19,0,-39,4,1,-129,68,10,81
1988,25,2,-24,5,1,-168,51,21,109
1989,5,0,38,6,3,-113,79,17,167
1990,8,3,12,5,0,-35,57,18,274
1991,16,4,-66,4,4,-170,58,25,152
1992,6,2,124,6,0,12,73,9,105
1993,10,5,8,4,0,-135,85,21,186
1994,6,5,-4,3,1,-124,64,13,102
1995,3,1,63,3,0,-1,83,24,168
1996,22,1,20,4,1,-136,64,31,147
1997,2,0,-23,4,1,-112,67,17,160
1998,13,3,-57,3,1,-138,57,31,135
1999,7,3,-43,2,1,-83,71,18,224
2000,13,7,-105,6,3,-259,50,17,173
2001,4,6,50,1,0,-52,73,18,207
2002,8,1,-62,7,8,-178,49,20,124
2003,8,5,0,4,0,-188,74,17,113
2004,6,8,42,2,2,-79,76,17,133
2005,9,8,42,3,3,-143,64,11,90
2006,10,5,-10,3,2,-6,74,16,211
2007,12,6,-8,5,1,-151,64,24,151
2008,2,4,37,4,1,-66,76,22,190
2009,9,2,81,5,2,-128,78,20,26
2010,6,1,-74,5,0,-230,61,23,136
2011,10,0,-20,2,1,-140,77,28,88
2012,19,2,-71,4,1,-142,53,42,199
2013,14,6,-51,6,3,-195,58,31,128
2014,9,0,14,5,1,-182,77,31,116
2015,4,3,41,3,1,-58,72,18,141
2016,5,1,39,4,1,-46,76,15,173
2016
2017,30,0,-82,5,9,-280,46,14,195
2018,20,2,-172,5,5,-373,49,19,60
2019,15,4,-92,4,11,-223,60,21,135
2020,21,0,-48,6,5,-226,55,18,130
2021,22,1,-158,6,19,-398,53,15,110
2022,12,0,-24,7,7,-160,69,6,133
2023,17,0,-98,7,2,-330,52,15,167
2024,31,5,-186,7,22,-465,29,13,99
2025,17,1,-174,5,0,-268,45,12,122
2026,14,1,-104,6,10,-260,64,19,127
2027,25,11,-123,3,15,-360,50,11,193
2028,17,0,-71,7,6,-162,63,18,152
2029,24,1,-128,6,4,-348,60,11,125
2030,13,3,-76,5,0,-192,57,17,161
2031,20,0,-64,4,17,-280,68,25,58
2032,23,1,-24,6,6,-179,70,21,142
2033,18,6,-118,6,2,-246,54,10,122
2034,17,2,-32,3,2,-174,54,10,99
2035,15,1,-14,4,4,-243,53,15,97
2036,17,0,-87,7,14,-316,55,15,78
2037,19,1,-111,7,3,-275,61,11,206
2038,20,3,-114,2,2,-245,46,5,74
2039,26,0,5,5,7,-211,43,9,130
2040,18,1,-69,6,5,-198,53,28,125
2041,23,0,-119,5,8,-302,50,9,109
2042,5,0,32,6,11,-199,76,4,88
2043,18,7,-116,6,5,-273,55,4,98
2044,23,1,-13,3,8,-137,55,11,134
2045,29,1,-164,9,14,-354,47,10,177
2046,25,2,-127,7,5,-297,51,11,151
