year,annual-estival-days
1987,40
1988,34
1989,63
1990,42
1991,64
1992,42
1993,33
1994,53
1995,50
1996,43
1997,64
1998,44
1999,53
2000,48
2001,45
2002,36
2003,83
2004,47
2005,52
2006,56
2007,33
2008,37
2009,61
2010,53
2011,55
2012,57
2013,57
2014,29
2015,62
2016,58
