year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1445,12,-186,2
1988,1503,10,-214,7
1989,1201,9,-100,1
1990,1372,10,-49,7
1991,1371,9,-255,10
1992,1164,9,-29,13
1993,1327,12,-168,2
1994,1371,9,-211,0
1995,1188,11,-63,8
1996,1385,9,-204,1
1997,1303,10,-143,5
1998,1405,9,-235,8
1999,1315,10,-131,3
2000,1593,11,-362,2
2001,1284,9,45,3
2002,1521,9,-192,5
2003,1367,10,-212,4
2004,1132,9,-108,5
2005,1448,8,-178,6
2006,1329,10,-66,3
2007,1456,10,-199,3
2008,1204,9,-41,5
2009,1304,6,-230,0
2010,1376,9,-248,4
2011,1169,9,-163,3
2012,1527,11,-193,1
2013,1520,10,-299,3
2014,1251,9,-201,2
2015,1236,10,-66,1
2016,1178,10,-47,0
2016
2017,1847,10,-259,0
2018,1693,10,-426,5
2019,1620,11,-219,2
2020,1666,10,-266,3
2021,1853,14,-500,5
2022,1490,8,-221,1
2023,1553,11,-348,3
2024,2048,11,-545,0
2025,1624,11,-334,5
2026,1692,15,-391,3
2027,1766,11,-346,4
2028,1693,13,-202,1
2029,1606,9,-380,3
2030,1450,11,-257,2
2031,1723,11,-367,0
2032,1551,10,-200,6
2033,1631,11,-322,2
2034,1720,13,-247,0
2035,1715,12,-302,1
2036,1719,12,-334,1
2037,1601,10,-255,6
2038,1562,11,-359,6
2039,1816,12,-194,4
2040,1680,12,-275,4
2041,1820,12,-326,12
2042,1396,12,-217,7
2043,1675,12,-381,6
2044,1700,11,-149,1
2045,1711,11,-351,4
2046,1793,13,-398,1

min,900,4
max,2400,18
steps,7,8
decimal



