year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,564,544,-102,-251,156,7.1,3006,29,16.2,132
1988,677,550,-5,-196,134,8.0,3187,34,16.9,115
1989,561,517,-75,-216,136,6.8,2944,18,16.3,124
1990,762,553,94,-95,126,7.7,3130,29,16.9,123
1991,684,702,-218,-328,83,8.1,3176,44,16.2,120
1992,625,495,-2,-179,131,7.7,3056,14,16.0,96
1993,562,702,-354,-400,58,8.1,3239,25,16.1,111
1994,648,644,-191,-257,39,6.3,2768,12,15.1,137
1995,592,543,-72,-237,126,7.6,3220,27,16.7,117
1996,751,663,-129,-192,50,8.5,3294,20,16.0,88
1997,716,633,-87,-201,92,6.4,2817,12,16.0,146
1998,642,522,4,-196,153,7.1,3026,23,15.8,118
1999,564,683,-334,-383,11,7.1,2939,15,16.5,120
2000,646,651,-192,-269,75,7.8,3128,22,16.2,118
2001,714,475,126,-57,135,6.4,2774,13,13.2,128
2002,485,554,-194,-273,56,7.8,3160,21,17.0,111
2003,553,538,-118,-195,40,7.9,3306,21,16.5,96
2004,643,559,-54,-207,126,8.4,3269,31,16.6,119
2005,717,550,49,-114,120,7.6,3105,37,18.1,128
2006,617,526,-53,-193,145,7.8,3197,21,15.8,106
2007,607,527,-52,-167,69,7.3,3166,38,16.5,123
2008,604,492,-11,-184,146,6.4,2721,11,14.5,142
2009,570,527,-64,-193,94,5.7,2718,16,15.4,146
2010,578,512,-67,-235,153,7.6,3062,12,15.3,105
2011,568,547,-103,-265,117,7.7,3124,16,16.3,112
2012,668,465,72,-54,102,6.6,2833,9,14.3,110
2013,697,528,47,-122,116,8.1,3267,20,16.2,96
2014,583,530,-75,-197,84,7.6,3070,19,15.9,103
2015,506,499,-119,-187,54,7.6,3005,18,15.6,102
2016,548,516,-94,-244,105,8.3,3133,28,15.8,92
2016
2017,637,543,-48,-200,112,9.3,3493,25,16.5,88
2018,561,541,-110,-271,131,7.8,3106,19,16.2,111
2019,649,512,-1,-120,96,8.0,3229,21,15.5,116
2020,543,547,-135,-229,61,9.0,3493,28,17.1,91
2021,553,615,-258,-331,85,8.2,3174,7,15.7,97
2022,544,523,-116,-215,112,7.9,3170,33,16.4,121
2023,602,698,-345,-370,56,8.6,3396,17,15.7,82
2024,573,667,-301,-383,90,8.6,3359,22,16.8,95
2025,502,526,-156,-241,65,8.6,3391,32,16.5,103
2026,528,675,-349,-383,57,7.8,3098,20,16.2,120
2027,614,681,-280,-340,46,9.0,3524,33,17.3,96
2028,689,560,7,-165,152,8.9,3584,43,17.4,103
2029,567,723,-399,-421,16,9.1,3479,25,16.7,85
2030,554,693,-363,-392,0,9.0,3552,40,17.6,104
2031,533,551,-161,-304,98,9.8,3666,28,15.7,76
2032,630,574,-77,-220,123,9.1,3546,31,17.2,96
2033,567,537,-110,-216,69,8.0,3201,19,16.7,117
2034,707,519,41,-111,103,7.8,3163,16,16.3,112
2035,601,559,-75,-238,110,8.0,3163,32,16.4,115
2036,526,502,-116,-197,54,8.1,3149,21,16.2,108
2037,567,516,-90,-200,88,8.7,3430,10,16.2,98
2038,530,586,-197,-351,118,9.3,3664,40,18.2,103
2039,641,507,12,-159,156,7.1,2927,17,15.2,130
2040,570,559,-137,-219,83,9.5,3576,29,16.3,74
2041,521,561,-168,-322,101,8.8,3462,32,16.6,96
2042,630,559,-52,-183,98,8.5,3367,36,17.2,107
2043,626,578,-96,-223,90,9.5,3577,34,17.6,95
2044,575,544,-115,-227,72,8.6,3293,23,15.8,103
2045,593,567,-108,-291,159,9.0,3384,25,17.1,86
2046,449,520,-201,-262,7,8.1,3171,6,16.2,88
