year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-6.3,10.5,14.5,3.8
1988,-0.5,12.0,16.4,2.1
1989,3.4,12.3,16.3,3.7
1990,4.0,12.5,15.3,4.2
1991,-0.1,10.8,17.0,4.0
1992,0.9,12.0,17.5,2.8
1993,-0.2,13.0,14.2,1.9
1994,-0.7,11.2,17.6,3.3
1995,1.0,12.0,16.4,1.9
1996,-5.1,12.2,14.9,3.0
1997,-0.1,10.9,16.9,2.6
1998,1.3,12.9,14.9,0.6
1999,0.2,12.6,17.3,3.5
2000,1.0,13.7,15.0,6.3
2001,-0.4,11.7,17.2,2.9
2002,2.2,14.0,18.0,1.0
2003,-2.2,12.2,17.3,3.8
2004,-1.4,11.2,16.5,4.7
2005,-1.5,12.0,17.3,4.0
2006,-4.5,12.3,18.6,7.2
2007,2.1,13.5,17.0,3.9
2008,2.5,12.7,16.5,4.9
2009,-0.6,12.9,17.6,3.6
2010,-2.9,12.8,18.4,1.5
2011,-1.6,13.8,17.9,5.2
2012,-1.8,12.4,17.4,3.2
2013,-2.9,13.3,16.2,5.8
2014,1.3,12.8,17.9,4.5
2015,2.3,11.8,17.6,5.5
2016,0.6,13.7,17.1,3.6
