year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,16,59,-91,7,9,-210,63,39,116
1988,14,39,-51,2,15,-145,68,37,125
1989,10,62,-23,3,4,-161,80,33,84
1990,5,41,-36,1,12,-47,60,51,148
1991,27,35,-137,6,5,-284,50,39,136
1992,1,37,-36,4,5,-141,81,30,114
1993,15,32,-109,4,2,-276,52,42,106
1994,6,51,-16,3,0,-167,77,50,86
1995,5,45,-105,5,7,-207,58,43,120
1996,8,21,-81,1,3,-152,55,37,131
1997,6,57,4,2,2,-145,72,57,103
1998,13,51,-108,2,4,-187,67,38,115
1999,10,34,-146,2,5,-304,72,52,141
2000,12,44,-39,2,6,-200,58,49,126
2001,4,63,0,1,2,-28,65,46,109
2002,9,37,-58,4,8,-195,61,47,71
2003,10,39,-91,0,4,-176,64,33,128
2004,17,35,-88,2,7,-197,60,34,126
2005,6,58,34,1,8,-78,71,35,142
2006,10,53,-17,2,6,-159,68,30,76
2007,20,57,-77,2,6,-156,53,37,109
2008,0,56,-72,3,5,-161,74,52,93
2009,3,63,-80,4,4,-148,64,47,151
2010,5,32,-88,2,3,-180,69,26,94
2011,6,51,-88,4,2,-234,68,35,119
2012,0,53,-25,3,4,-55,84,36,181
2013,17,47,-36,2,3,-77,57,22,131
2014,8,42,-59,3,8,-174,68,37,100
2015,8,32,-89,4,1,-166,71,33,112
2016,8,17,-90,5,5,-180,64,31,107
2016
2017,6,23,-130,1,10,-127,57,17,114
2018,6,41,-163,4,2,-246,69,35,101
2019,18,50,-86,2,1,-80,58,36,160
2020,14,29,-99,5,1,-180,63,30,121
2021,5,34,-120,5,0,-242,71,33,123
2022,13,33,-93,5,10,-201,62,57,118
2023,12,36,-166,2,0,-247,57,24,98
2024,11,34,-177,3,3,-319,63,26,92
2025,19,41,-137,6,6,-178,53,35,86
2026,13,42,-151,2,3,-293,61,38,95
2027,12,26,-178,2,2,-291,57,34,96
2028,24,55,-92,4,5,-105,39,27,146
2029,13,26,-165,3,4,-328,62,33,87
2030,18,44,-170,2,5,-284,45,29,84
2031,19,16,-181,5,2,-242,43,31,115
2032,15,31,-123,3,6,-172,49,34,146
2033,11,41,-145,2,8,-218,59,45,149
2034,7,57,-53,3,2,-107,64,29,178
2035,21,44,-93,4,0,-193,50,35,94
2036,17,34,-76,2,8,-161,67,38,92
2037,1,45,-81,3,1,-135,70,26,85
2038,18,39,-181,4,10,-268,51,38,107
2039,9,53,-121,0,0,-128,57,39,120
2040,14,25,-105,1,2,-184,50,24,121
2041,25,36,-144,3,2,-237,47,34,59
2042,15,45,-55,1,4,-126,50,33,110
2043,17,38,-68,1,7,-146,54,26,132
2044,17,34,-146,4,1,-194,54,39,127
2045,7,26,-116,6,4,-230,55,23,80
2046,1,34,-76,3,1,-193,69,29,74

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
