year,annual-estival-days
1987,8
1988,20
1989,21
1990,19
1991,23
1992,39
1993,27
1994,28
1995,34
1996,26
1997,32
1998,17
1999,36
2000,24
2001,30
2002,62
2003,32
2004,15
2005,35
2006,40
2007,39
2008,33
2009,33
2010,48
2011,35
2012,34
2013,35
2014,41
2015,37
2016,40
