year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,71,-17,98,191
1988,72,-164,11,197
1989,36,-169,-62,384
1990,105,-181,21,223
1991,87,-56,-60,183
1992,54,-152,-72,93
1993,157,-157,116,113
1994,344,-10,-129,227
1995,62,-63,-37,29
1996,19,-122,-85,26
1997,6,-55,-49,148
1998,70,4,-35,73
1999,16,-9,-141,119
2000,79,-226,-29,19
2001,28,-59,74,63
2002,81,-186,-141,134
2003,-15,-145,-130,151
2004,61,-71,-56,89
2005,58,-137,-107,57
2006,6,-174,-2,80
2007,54,-138,32,66
2008,81,-174,-17,114
2009,80,-139,-104,112
2010,2,-14,-56,80
2011,25,-162,6,17
2012,41,-24,-47,87
2013,26,-80,50,40
2014,45,-103,-174,33
2015,33,-143,-140,126
2016,19,-78,2,245
