year,annual-average-temperature
1987,5.7
1988,7.6
1989,9.0
1990,9.0
1991,8.0
1992,8.3
1993,7.3
1994,7.9
1995,7.9
1996,6.3
1997,7.6
1998,7.4
1999,8.5
2000,9.0
2001,7.9
2002,8.8
2003,7.9
2004,7.7
2005,8.0
2006,8.5
2007,9.2
2008,9.2
2009,8.4
2010,7.5
2011,8.9
2012,7.9
2013,8.2
2014,9.2
2015,9.3
2016,8.8

min,6
max,14
steps,9
decimal
