year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,112,161,1
1988,88,147,0
1989,109,160,1
1990,95,149,0
1991,97,155,1
1992,77,148,0
1993,99,145,0
1994,105,163,0
1995,91,147,0
1996,78,139,0
1997,102,157,0
1998,97,158,0
1999,95,156,0
2000,91,140,0
2001,99,145,0
2002,91,149,1
2003,83,142,0
2004,102,145,0
2005,114,160,0
2006,94,147,0
2007,102,155,0
2008,107,158,1
2009,123,163,0
2010,104,153,0
2011,105,149,1
2012,94,156,0
2013,105,152,0
2014,93,153,0
2015,87,157,0
2016,76,148,1
2016
2017,94,139,0
2018,100,157,0
2019,103,150,0
2020,91,145,1
2021,80,149,0
2022,81,148,1
2023,86,137,0
2024,93,150,0
2025,95,149,0
2026,112,157,0
2027,84,141,0
2028,9,140,0
2029,85,141,0
2030,104,147,0
2031,69,135,0
2032,70,140,0
2033,90,156,0
2034,108,158,0
2035,107,150,0
2036,102,152,0
2037,93,138,0
2038,85,139,0
2039,117,160,0
2040,63,135,0
2041,92,148,0
2042,95,149,0
2043,100,145,0
2044,85,145,0
2045,88,144,0
2046,90,146,0

min,,90,0
max,,190,6
steps,,11,7
decimal
