year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,18,59,-134.8,1.0,4.0,-125.2,54,34,136
1988,14,57,-27,5,15,-202,80,43,69
1989,9,58,-89,2,9,-192,59,42,118
1990,11,66,-109,3,7,-192,63,51,133
1991,9,59,-104,3,0,-242,56,21,134
1992,12,50,-116,3,4,-137,56,50,163
1993,12,43,-180,4,0,-333,49,62,81
1994,24,34,-192,3,10,-303,39,60,110
1995,7,58,-115,3,8,-208,66,65,114
1996,5,34,-83,2,5,-217,60,41,108
1997,17,73,-50,2,16,-116,65,57,209
1998,12,48,-30,3,2,-89,57,58,83
1999,7,62,-185,3,3,-244,42,64,171
2000,5,52,-11,4,11,-197,81,41,110
2001,14,61,-107,4,3,-244,63,53,77
2002,29,60,-156,4,4,-240,54,41,115
2003,7,40,-97,5,5,-155,50,45,141
2004,6,65,-13,3,1,-125,78,54,61
2005,18,34,-128,3,0,-127,45,51,152
2006,10,46,-48,4,5,-126,69,54,171
2007,9,48,-48,2,10,-110,60,51,106
2008,20,47,-101,4,11,-181,57,50,126
2009,9,48,-83,3,3,-190,63,48,92
2010,6,71,-39,4,1,-154,66,60,115
2011,5,40,-64,3,7,-196,62,62,83
2012,30,54,-121,4,3,-190,43,46,90
2013,8,63,-51,2,1,-127,64,45,104
2014,14,31,-4,3,20,-184,53,59,97
2015,5,44,-49,5,14,-145,63,52,143
2016,14,63,-25,3,7,-135,60,42,107
2016
2017,19,50,-113,4,24,-205,61,65,90
2018,11,47,-115,4,9,-229,55,46,84
2019,27,45,-175,5,8,-306,41,26,88
2020,22,38,-56,2,7,-192,59,36,40
2021,21,44,-177,6,6,-384,48,49,89
2022,8,39,-62,2,9,-168,74,42,65
2023,13,37,-156,1,1,-279,56,52,104
2024,2,47,-95,3,2,-208,67,52,91
2025,32,49,-158,3,15,-295,53,38,73
2026,5,31,-203,5,9,-400,57,47,49
2027,14,48,-196,4,10,-337,47,41,124
2028,32,46,-126,6,7,-189,52,35,131
2029,12,56,-101,0,3,-267,59,38,55
2030,9,50,-144,4,2,-266,62,52,86
2031,11,39,-114,4,9,-253,51,51,48
2032,11,38,-162,3,15,-280,40,42,80
2033,24,50,-128,5,7,-140,57,23,125
2034,20,51,-155,5,13,-283,43,47,89
2035,12,38,-103,4,6,-249,57,53,84
2036,23,50,-168,4,2,-170,46,48,107
2037,8,32,-94,4,8,-205,68,27,97
2038,16,43,-106,4,4,-213,63,44,82
2039,6,61,-101,3,0,-185,63,31,83
2040,14,47,25,1,9,-83,70,51,71
2041,15,54,-86,5,2,-168,46,37,96
2042,6,53,-105,4,8,-266,69,40,83
2043,14,37,-124,6,4,-168,58,43,85
2044,13,49,-123,6,7,-250,60,37,86
2045,10,45,-119,2,2,-186,53,45,76
2046,14,56,-67,2,6,-120,68,38,103

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
