year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-7.7,10.3,13.9,2.5
1988,-2.0,11.8,15.6,0.7
1989,2.0,12.0,15.6,2.6
1990,2.8,11.6,14.2,3.1
1991,-1.6,10.3,16.2,2.6
1992,-0.1,11.3,16.4,1.6
1993,-1.6,12.1,13.6,0.9
1994,-1.8,11.0,16.8,1.9
1995,0.3,11.9,15.9,0.3
1996,-6.6,11.9,14.5,2.0
1997,-1.2,10.7,16.0,1.5
1998,0.3,12.8,14.4,-0.1
1999,-0.9,12.5,16.8,2.4
2000,0.2,13.4,14.3,5.5
2001,-1.2,11.6,17.0,1.6
2002,1.4,13.2,17.6,-0.2
2003,-3.6,11.7,16.7,2.9
2004,-2.5,10.7,15.7,3.8
2005,-2.8,11.5,16.4,2.8
2006,-6.1,11.8,17.6,5.8
2007,0.6,12.8,16.2,2.6
2008,1.1,11.9,15.7,3.9
2009,-2.1,12.1,16.4,2.1
2010,-4.4,12.7,17.6,0.6
2011,-3.1,13.0,16.7,3.6
2012,-3.1,12.0,16.7,2.1
2013,-3.9,13.0,15.8,4.8
2014,0.0,12.2,16.9,3.0
2015,1.3,11.3,17.4,4.4
2016,-0.5,13.1,16.5,2.3
