year,annual-precipitations
1987,515
1988,582
1989,463
1990,621
1991,524
1992,611
1993,559
1994,640
1995,612
1996,531
1997,628
1998,662
1999,502
2000,468
2001,568
2002,506
2003,541
2004,634
2005,552
2006,602
2007,602
2008,609
2009,723
2010,868
2011,590
2012,619
2013,707
2014,507
2015,530
2016,792
