year,annual-frozen-days
1987,140
1988,156
1989,107
1990,90
1991,125
1992,128
1993,136
1994,131
1995,129
1996,149
1997,135
1998,109
1999,122
2000,88
2001,133
2002,113
2003,132
2004,120
2005,132
2006,114
2007,99
2008,92
2009,119
2010,129
2011,108
2012,116
2013,121
2014,106
2015,87
2016,102
