year,annual-estival-days
1987,6
1988,18
1989,19
1990,13
1991,19
1992,38
1993,13
1994,33
1995,35
1996,30
1997,29
1998,18
1999,41
2000,24
2001,34
2002,60
2003,39
2004,17
2005,36
2006,36
2007,42
2008,23
2009,20
2010,39
2011,26
2012,35
2013,33
2014,40
2015,43
2016,36
