year,annual-hydric-deficit
1987,-69
1988,-27
1989,-179
1990,-16
1991,-101
1992,-63
1993,-61
1994,-11
1995,10
1996,-50
1997,23
1998,80
1999,-133
2000,-182
2001,-46
2002,-223
2003,-133
2004,7
2005,-102
2006,-68
2007,-79
2008,-37
2009,93
2010,236
2011,-62
2012,-14
2013,75
2014,-156
2015,-176
2016,143
