year,annual-average-temperature
1987,4.8
1988,6.6
1989,8.1
1990,7.9
1991,7.0
1992,7.3
1993,6.3
1994,7.1
1995,7.1
1996,5.5
1997,6.8
1998,6.9
1999,7.8
2000,8.3
2001,7.3
2002,8.0
2003,7.0
2004,6.9
2005,7.0
2006,7.4
2007,8.1
2008,8.1
2009,7.2
2010,6.7
2011,7.6
2012,7.0
2013,7.5
2014,8.1
2015,8.6
2016,7.9
