year,annual-precipitations
1987,503
1988,239
1989,369
1990,325
1991,249
1992,281
1993,394
1994,186
1995,258
1996,533
1997,522
1998,377
1999,336
2000,486
2001,338
2002,688
2003,874
2004,786
2005,844
2006,344
2007,690
2008,720
2009,955
2010,895
2011,619
2012,581
2013,736
2014,278
2015,709
2016,690
