year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,6.1,14.3,22.6,12.0
1988,7.7,15.4,22.0,10.7
1989,8.0,14.8,21.1,10.4
1990,8.4,15.8,21.4,11.8
1991,7.6,14.7,21.8,10.5
1992,7.0,16.1,22.2,13.0
1993,6.4,16.6,22.0,12.7
1994,8.4,16.7,24.1,12.3
1995,8.1,15.0,21.0,11.6
1996,7.2,16.1,20.6,11.4
1997,7.9,15.3,21.5,11.9
1998,7.5,17.0,23.6,10.2
1999,6.4,17.1,22.6,11.9
2000,6.4,18.0,23.2,12.8
2001,9.7,16.5,22.9,10.8
2002,7.9,16.6,21.6,12.1
2003,6.3,17.9,23.8,11.6
2004,6.9,15.2,21.9,12.5
2005,6.1,16.6,22.2,10.7
2006,7.6,18.0,22.9,12.4
2007,8.7,17.6,22.8,9.5
2008,8.1,17.1,22.9,11.5
2009,6.3,17.6,23.4,11.8
2010,8.0,17.2,23.2,11.8
2011,7.8,17.3,24.4,11.7
2012,6.5,17.3,24.2,12.3
2013,6.7,17.3,22.9,11.9
2014,10.2,17.1,23.1,13.1
2015,7.9,17.7,25.4,12.7
2016,9.1,17.4,22.7,11.7
