year,annual-frozen-days
1987,24
1988,14
1989,10
1990,13
1991,18
1992,14
1993,14
1994,5
1995,4
1996,13
1997,12
1998,22
1999,29
2000,25
2001,15
2002,17
2003,31
2004,16
2005,32
2006,7
2007,15
2008,16
2009,17
2010,10
2011,10
2012,25
2013,33
2014,2
2015,6
2016,6
