year,annual-hydric-deficit
1987,-589
1988,-846
1989,-698
1990,-800
1991,-848
1992,-844
1993,-757
1994,-1022
1995,-843
1996,-585
1997,-660
1998,-803
1999,-766
2000,-745
2001,-793
2002,-344
2003,-308
2004,-336
2005,-245
2006,-856
2007,-487
2008,-440
2009,-135
2010,-193
2011,-598
2012,-633
2013,-409
2014,-785
2015,-435
2016,-452
