year,A1,A2,A3
,label A1,label A2,label A3
1987,100,1486,666
1988,78,1454,537
1989,97,1315,634
1990,104,1501,680
1991,94,1464,718
1992,105,1515,667
1993,77,1601,572
1994,77,1747,545
1995,104,1504,684
1996,96,1670,639
1997,93,1667,658
1998,97,1598,640
1999,74,1452,546
2000,106,1610,759
2001,93,1409,651
2002,97,1483,601
2003,95,1463,519
2004,74,1610,516
2005,110,1411,684
2006,91,1645,589
2007,87,1521,645
2008,86,1529,580
2009,79,1500,576
2010,98,1434,695
2011,102,1367,633
2012,103,1589,731
2013,82,1713,593
2014,90,1537,626
2015,88,1677,532
2016,91,1607,568
2016
2017,119,1268,876
2018,118,1283,781
2019,109,1283,697
2020,109,1310,721
2021,90,1473,733
2022,123,1298,785
2023,82,1350,670
2024,102,1566,718
2025,129,1417,859
2026,97,1126,786
2027,101,1177,748
2028,101,1313,722
2029,111,1404,794
2030,97,1246,749
2031,112,1225,730
2032,119,1166,794
2033,134,1271,957
2034,115,1136,793
2035,111,1360,738
2036,109,1443,744
2037,131,1251,885
2038,124,1252,904
2039,133,1410,878
2040,107,1182,717
2041,98,1373,757
2042,114,1282,846
2043,117,1394,810
2044,111,1397,733
2045,134,1355,908
2046,128,1101,853

min,20,800,240
max,150,2600,1040
steps,14,10,11
decimals
