year,annual-average-temperature
1987,13.0
1988,13.1
1989,13.9
1990,13.7
1991,12.7
1992,12.9
1993,12.7
1994,13.7
1995,13.4
1996,12.9
1997,14.2
1998,13.1
1999,13.4
2000,13.7
2001,13.3
2002,13.7
2003,14.5
2004,13.4
2005,12.9
2006,14.1
2007,13.2
2008,13.2
2009,13.8
2010,12.7
2011,14.4
2012,13.5
2013,13.4
2014,14.6
2015,14.5
2016,13.8

min,10
max,16
steps,7
decimal


