year,annual-hydric-deficit
1987,-305
1988,45
1989,-402
1990,-272
1991,-191
1992,-7
1993,41
1994,-222
1995,-298
1996,-136
1997,-363
1998,-385
1999,-265
2000,-310
2001,-269
2002,-92
2003,-562
2004,-240
2005,-528
2006,-509
2007,-413
2008,-298
2009,-364
2010,-356
2011,-560
2012,-494
2013,-93
2014,-223
2015,-494
2016,-198
