year,annual-estival-days
1987,63
1988,54
1989,87
1990,85
1991,78
1992,61
1993,47
1994,69
1995,76
1996,62
1997,89
1998,66
1999,86
2000,78
2001,70
2002,64
2003,104
2004,93
2005,82
2006,94
2007,66
2008,63
2009,91
2010,75
2011,96
2012,88
2013,68
2014,78
2015,77
2016,71

min,0
max,135
steps,10
decimal
