year,F1,F3,M4
,label F1,label F3,label M4
1987,33,110,5
1988,39,113,3
1989,38,115,2
1990,27,114,4
1991,38,111,1
1992,37,119,3
1993,33,124,3
1994,30,115,1
1995,33,123,3
1996,32,130,5
1997,32,108,1
1998,41,109,5
1999,32,119,3
2000,40,103,6
2001,37,121,3
2002,29,114,4
2003,20,117,4
2004,41,116,6
2005,24,120,2
2006,40,116,1
2007,25,127,3
2008,45,124,4
2009,29,97,6
2010,41,116,2
2011,32,117,5
2012,33,121,3
2013,30,110,2
2014,40,118,3
2015,30,113,1
2016,37,114,4
2016
2017,41,104,5
2018,23,104,2
2019,30,98,5
2020,30,107,3
2021,23,113,4
2022,33,122,6
2023,34,100,4
2024,35,122,6
2025,38,111,5
2026,34,107,6
2027,32,112,6
2028,34,113,3
2029,31,107,7
2030,33,114,4
2031,38,115,5
2032,26,105,3
2033,30,111,6
2034,40,117,5
2035,18,106,2
2036,24,113,5
2037,26,115,7
2038,37,111,7
2039,34,115,6
2040,29,110,5
2041,33,115,7
2042,30,107,6
2043,32,102,1
2044,21,107,6
2045,25,114,7
2046,29,106,5

min,,70
max,,140
steps,,11
decimal


