year,annual-frozen-days
1987,41
1988,34
1989,34
1990,34
1991,42
1992,29
1993,39
1994,19
1995,29
1996,28
1997,27
1998,35
1999,34
2000,30
2001,33
2002,13
2003,33
2004,35
2005,66
2006,44
2007,32
2008,23
2009,34
2010,60
2011,27
2012,38
2013,13
2014,4
2015,14
2016,10
