year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,26,0,-98,8,2,-290,41,1,116
1988,19,0,105,4,11,-91,56,13,101
1989,30,0,-82,8,9,-267,46,3,90
1990,22,0,-154,7,8,-322,44,4,78
1991,18,1,-99,6,9,-313,43,5,127
1992,12,0,-85,4,2,-302,57,3,37
1993,29,0,-58,8,1,-274,44,8,62
1994,17,3,-45,4,11,-219,52,4,93
1995,28,1,-13,4,2,-246,46,11,48
1996,24,1,-82,8,13,-329,50,9,63
1997,18,0,-135,5,7,-315,48,6,132
1998,22,0,-129,5,9,-355,55,2,19
1999,42,0,-160,9,14,-366,33,5,95
2000,25,0,-16,7,1,-241,37,10,114
2001,25,1,-60,5,13,-281,57,0,90
2002,20,0,-134,5,3,-343,39,5,48
2003,28,2,-111,5,5,-248,51,2,111
2004,25,0,-118,7,7,-336,44,5,61
2005,20,0,-88,6,6,-233,49,9,125
2006,20,1,-124,5,12,-260,43,8,131
2007,32,1,-145,7,6,-303,41,4,80
2008,22,2,-84,7,1,-220,43,2,132
2009,41,0,-192,9,12,-340,29,11,168
2010,13,0,-72,6,10,-223,69,9,130
2011,20,0,-133,9,4,-366,37,6,63
2012,26,0,-154,5,3,-317,48,10,74
2013,29,0,-30,5,2,-122,48,4,209
2014,17,0,-133,7,8,-338,52,8,64
2015,21,2,-117,5,0,-171,44,5,132
2016,27,1,-139,7,2,-218,43,1,129
2016
2017,42,0,-219,9,21,-403,37,1,50
2018,34,0,-134,5,9,-295,37,4,69
2019,31,0,-122,7,10,-350,40,3,61
2020,28,0,-115,6,12,-288,33,5,78
2021,40,0,-189,9,9,-375,38,2,119
2022,44,1,-148,9,16,-392,33,7,62
2023,46,0,-238,6,13,-434,45,0,106
2024,33,0,-251,9,20,-434,39,2,73
2025,39,0,-151,9,12,-422,37,1,21
2026,44,0,-208,11,13,-409,37,12,79
2027,48,0,-252,9,12,-502,27,1,81
2028,44,0,-156,7,8,-370,35,0,66
2029,30,0,-80,9,5,-350,34,2,64
2030,41,0,-110,5,9,-386,30,13,53
2031,40,0,-183,9,10,-345,30,0,136
2032,36,0,-191,8,8,-350,27,15,118
2033,35,0,-105,7,8,-369,35,2,45
2034,24,0,-155,8,7,-395,40,0,67
2035,18,0,-66,7,2,-164,58,2,112
2036,28,0,-123,7,7,-279,52,6,62
2037,34,0,-150,8,13,-399,45,11,72
2038,33,0,-125,10,16,-294,53,5,127
2039,46,0,-115,8,11,-329,28,8,49
2040,38,0,-78,8,11,-323,46,11,30
2041,35,0,-164,8,24,-444,35,1,34
2042,27,0,-123,8,19,-396,45,2,107
2043,26,0,-149,3,13,-313,39,0,62
2044,37,0,-182,8,23,-450,34,1,42
2045,44,0,-235,9,24,-466,33,3,68
2046,36,0,-153,8,11,-371,33,4,76

min,,0
max,,6
steps,,7
decimal
